waktu,filtering,tweets,polarity_score,polarity
2022-04-11 06:42:26,"['anggota', 'koramil', 'sragen', 'laksana', 'patroli', 'rangka', 'laksana', 'ppkm', 'level', 'ii', 'batas', 'mobilitas', 'perpi']",anggota koramil sragen laksana patroli rangka laksana ppkm level ii batas mobilitas perpi,-4,0
2022-04-11 06:36:23,"['cerita', 'nama', 'toko', 'mitra', 'solusi', 'teknologi', 'mangga', 'square', 'jual', 'security', 'system', 'awalny']",cerita nama toko mitra solusi teknologi mangga square jual security system awalny,-3,0
2022-04-11 06:34:28,"['jual', 'ecer', 'maret', 'tingkat', 'dampak', 'longgar', 'ppkm', 'ramadhan']",jual ecer maret tingkat dampak longgar ppkm ramadhan,-3,0
2022-04-11 06:32:11,"['ajang', 'hubung', 'ppkm', 'level', 'ebles', 'bangun', 'stadion', 'nemuin', 'koment']",ajang hubung ppkm level ebles bangun stadion nemuin koment,-5,0
2022-04-11 06:16:55,"['hbd', 'wyuatb', 'ppkm', 'psbb', 'utbk', 'yujimin']",hbd wyuatb ppkm psbb utbk yujimin,0,1
2022-04-11 06:15:54,"['polisi', 'pamong', 'praja', 'kabupaten', 'gunungkidul', 'satlinmas', 'rescue', 'istimewa', 'wilayah', 'ii', 'pantai', 'baron', 'melakuka']",polisi pamong praja kabupaten gunungkidul satlinmas rescue istimewa wilayah ii pantai baron melakuka,1,1
2022-04-11 06:14:35,"['giat', 'patroli', 'rangka', 'laksana', 'ppkm', 'level', 'ii', 'batas', 'mobilitas', 'pindah', 'masyarakatdi', 'wilayah', 'keca']",giat patroli rangka laksana ppkm level ii batas mobilitas pindah masyarakatdi wilayah keca,-3,0
2022-04-11 06:02:21,"['koko', 'tag', 'lord', 'luhut', 'dok', 'beliau', 'senang', 'lebaran', '']",koko tag lord luhut dok beliau senang lebaran ,5,1
2022-04-11 06:00:53,"['ehhh', 'kauuuu', 'jaman', 'gede', 'gin', 'kagk', 'ngal']",ehhh kauuuu jaman gede gin kagk ngal,-2,0
2022-04-11 06:00:21,"['satpol', 'pulang pergi', 'kabupaten', 'grobogan', 'patroli', 'awas', 'ppkm', 'level', 'protkes', 'kendali', 'covid', 'wilayah', 'kot']",satpol pulang pergi kabupaten grobogan patroli awas ppkm level protkes kendali covid wilayah kot,2,1
2022-04-11 06:00:12,"['bos', 'ppkm']",bos ppkm,3,1
2022-04-11 05:54:03,"['lampor', 'cerita', 'ringan', 'iya', 'lambat', 'cerita']",lampor cerita ringan iya lambat cerita,-2,0
2022-04-11 05:51:13,"['anggota', 'koramil', 'ngrampal', 'laksana', 'patroli', 'ppkm', 'level', 'ii', 'wilayah', 'kecngrampalsragen']",anggota koramil ngrampal laksana patroli ppkm level ii wilayah kecngrampalsragen,-1,0
2022-04-11 05:50:29,"['babinsa', 'koramil', 'margoyoso', 'sertu', 'bambang', 'laksana', 'himbauan', 'terap', 'prokes', 'ppkm', 'level', 'warga']",babinsa koramil margoyoso sertu bambang laksana himbauan terap prokes ppkm level warga,0,1
2022-04-11 05:46:33,"['kodim', 'karanganyar', 'senin', 'april', 'wib', 'sertu', 'supriyanto', 'serda', 'wardoyo', 'anggota', 'koramil', '']",kodim karanganyar senin april wib sertu supriyanto serda wardoyo anggota koramil ,-3,0
2022-04-11 05:45:09,"['banget', 'pas', 'ppkm']",banget pas ppkm,3,1
2022-04-11 05:35:42,"['anggota', 'koramil', 'tanon', 'laksana', 'patroli', 'rangka', 'laksana', 'ppkm', 'level', 'ii', 'batas', 'mobilitas', 'perpi']",anggota koramil tanon laksana patroli rangka laksana ppkm level ii batas mobilitas perpi,-4,0
2022-04-11 05:26:47,"['giat', 'patroli', 'rangka', 'laksana', 'ppkm', 'level', 'ii', 'batas', 'mobilitas', 'pindah', 'masyarakat', 'wi']",giat patroli rangka laksana ppkm level ii batas mobilitas pindah masyarakat wi,-3,0
2022-04-11 05:22:57,"['serda', 'budiyanto', 'babinsa', 'ngargotirto', 'koptu', 'agus', 'juliyono', 'babinsa', 'dspagak', 'laksana', 'giat', 'patroli', 'rangk']",serda budiyanto babinsa ngargotirto koptu agus juliyono babinsa dspagak laksana giat patroli rangk,2,1
2022-04-11 05:20:11,"['giat', 'personil', 'samapta', 'polsek', 'medan', 'helvetia', 'laksana', 'patroli', 'skala', 'ppkm', 'yustitisi', 'rangka']",giat personil samapta polsek medan helvetia laksana patroli skala ppkm yustitisi rangka,2,1
2022-04-11 05:20:05,"['giat', 'patroli', 'ppkm', 'level', 'batas', 'gera', 'mobilitas', 'masyarakat', 'wilayah', 'camat', 'gesi']",giat patroli ppkm level batas gera mobilitas masyarakat wilayah camat gesi,-1,0
2022-04-11 05:19:38,"['anggota', 'koramil', 'andong', 'polsek', 'laksana', 'giat', 'patroli', 'ppkm', 'liberty', 'group', 'desa', 'mojo']",anggota koramil andong polsek laksana giat patroli ppkm liberty group desa mojo,-1,0
2022-04-11 05:15:31,"['anggota', 'koramil', 'andong', 'satgas', 'covid', 'camat', 'laksana', 'patroli', 'ppkm', 'toko', 'desa', 'kacang']",anggota koramil andong satgas covid camat laksana patroli ppkm toko desa kacang,-1,0
2022-04-11 05:14:14,"['update', 'ppkm', 'jawabali', 'periode', 'april', 'sumber']",update ppkm jawabali periode april sumber,0,1
2022-04-11 05:12:31,"['om', 'barusan', 'teman', 'share', 'video', 'daerah', 'pim', 'gilak', 'ramai', 'banget', 'laut', 'manusia', 'iya', 'abi']",om barusan teman share video daerah pim gilak ramai banget laut manusia iya abi,-1,0
2022-04-11 05:11:08,"['mslf', 'ppkm', 'neng']",mslf ppkm neng,4,1
2022-04-11 05:10:25,"['patroli', 'antisipasi', 'tindak', 'pidana', 'ppkm', 'kryd', 'himbauan', 'prokes', '']",patroli antisipasi tindak pidana ppkm kryd himbauan prokes ,4,1
2022-04-11 05:09:03,"['dukung', 'vaksinasi', 'ppkm', 'prokes', 'kendor']",dukung vaksinasi ppkm prokes kendor,4,1
2022-04-11 05:01:41,"['patroli', 'ppkm', 'kryd', 'himbauan', 'prokes', '']",patroli ppkm kryd himbauan prokes ,2,1
2022-04-11 05:00:00,"['saji', 'internasional', 'menko', 'bidang', 'ekonomi', 'airlangga', 'hartanto', 'muka', 'indonesia', 'membe']",saji internasional menko bidang ekonomi airlangga hartanto muka indonesia membe,4,1
2022-04-11 04:53:31,"['bicara', 'jajan', 'rock', 'salah', 'dukung', 'band', 'musisi', 'favorit']",bicara jajan rock salah dukung band musisi favorit,0,1
2022-04-11 04:45:00,"['bicara', 'jajan', 'rock', 'salah', 'dukung', 'band', 'musisi']",bicara jajan rock salah dukung band musisi,0,1
2022-04-11 04:44:38,"['covid', 'ppkm', 'salahin', 'iya', 'oh', 'iya', 'mahasiswa', 'iya']",covid ppkm salahin iya oh iya mahasiswa iya,0,1
2022-04-11 04:41:07,"['polsek', 'tembalang', 'ppkm', 'level', 'edukasi', 'himbauan', 'prokes', 'wilayah', 'camat', 'tembalang', 'kota', 'semarang', 'minggu', '']",polsek tembalang ppkm level edukasi himbauan prokes wilayah camat tembalang kota semarang minggu ,-1,0
2022-04-11 04:39:15,"['rang', 'narasi', 'fearmongering', 'covid', 'voksan', 'vaksin', 'ppkm', 'dokter', 'covid', 'aman', '']",rang narasi fearmongering covid voksan vaksin ppkm dokter covid aman ,-7,0
2022-04-11 04:38:40,"['end', 'game', 'pandemi', 'pas', 'ppkm', 'iya', 'lupa']",end game pandemi pas ppkm iya lupa,-2,0
2022-04-11 04:31:43,"['dukung', 'bijak', 'ppkm', 'mikro', 'cepat', 'vaksinasi', 'covid', 'terciptanaya', 'herd', 'imunity']",dukung bijak ppkm mikro cepat vaksinasi covid terciptanaya herd imunity,0,1
2022-04-11 04:28:56,"['anggota', 'koramil', 'mondok', 'laksana', 'giat', 'patroli', 'gabung', 'polsek', 'mondok', 'laksana', 'ppkm', 'level']",anggota koramil mondok laksana giat patroli gabung polsek mondok laksana ppkm level,-6,0
2022-04-11 04:26:22,"['giat', 'operasi', 'yustisipenyekatan', 'laksana', 'ppkm', 'level', 'batas', 'mobilitas', 'pindah', 'masyarakat', 'angg']",giat operasi yustisipenyekatan laksana ppkm level batas mobilitas pindah masyarakat angg,-4,0
2022-04-11 04:25:39,"['kodim', 'karanganyar', 'senin', 'april', 'peltu', 'tohari', 'anggota', 'koramil', 'ngargoyoso', 'laksana']",kodim karanganyar senin april peltu tohari anggota koramil ngargoyoso laksana,-3,0
2022-04-11 04:22:47,"['kodim', 'karanganyar', 'senin', 'april', 'sertu', 'mujianto', 'serda', 'sudarno', 'anggota', 'koramil', 'mojogedang', 'bersam']",kodim karanganyar senin april sertu mujianto serda sudarno anggota koramil mojogedang bersam,-3,0
2022-04-11 04:14:16,"['sesuai', 'jam', 'buka', 'mall', 'makan', 'ppkm', 'level', '']",sesuai jam buka mall makan ppkm level ,3,1
2022-04-11 04:11:31,"['senin', 'tanggal', 'april', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'rangka']",senin tanggal april pkl wib sd selesai laksana giat patroli rangka,0,1
2022-04-11 04:07:19,"['tahun', 'bohong', 'ppkm', 'tahun', 'bohong', 'alat', 'tes', 'tahun', 'bohong', 'masker', 'tahun', 'bohong', 'app', 'pel', 'tahun', 'bohong']",tahun bohong ppkm tahun bohong alat tes tahun bohong masker tahun bohong app pel tahun bohong,-25,0
2022-04-11 04:03:37,"['personil', 'sat', 'polairud', 'brigadir', 'jhon', 'nainggolan', 'laksana', 'tugas', 'pam', 'sekat', 'pos', 'ppkm', 'mikro', 'sibolga', 'sarud']",personil sat polairud brigadir jhon nainggolan laksana tugas pam sekat pos ppkm mikro sibolga sarud,-4,0
2022-04-11 04:01:21,"['senin', 'april', 'pkl', 'sd', 'wib', 'wilkum', 'polsek', 'kalibawang', 'anggota', 'polsek', 'kalibawang', 'pimpin', 'pawa']",senin april pkl sd wib wilkum polsek kalibawang anggota polsek kalibawang pimpin pawa,-3,0
2022-04-11 03:50:40,"['tunda', 'ppkm', 'bikin', 'junjung', 'botol', 'sekolah', '']",tunda ppkm bikin junjung botol sekolah ,1,1
2022-04-11 03:50:05,"['omicron', 'tingkat', 'perintah', 'terap', 'asesmen', 'ppkm', 'pekan']",omicron tingkat perintah terap asesmen ppkm pekan,1,1
2022-04-11 03:41:42,"['omicron', 'jakarta', 'tembus', 'wakil gubernur', 'ketat', 'ppkm']",omicron jakarta tembus wakil gubernur ketat ppkm,0,1
2022-04-11 03:40:37,"['ppkm', 'level', 'pilih', 'bijak', 'perintah', 'tangan', 'covid', 'indonesia']",ppkm level pilih bijak perintah tangan covid indonesia,-2,0
2022-04-11 03:38:34,"['cuit', 'koko', 'jebak', 'jokowi', 'ketat', 'ppkm', 'menje']",cuit koko jebak jokowi ketat ppkm menje,-3,0
2022-04-11 03:32:05,"['pandemi', 'ppkm', 'kmarin', 'tki', 'cina', 'datangapa', 'samping']",pandemi ppkm kmarin tki cina datangapa samping,-9,0
2022-04-11 03:21:18,"['sd', 'wib', 'babinsa', 'koramil', 'sambi', 'pimpin', 'babinsa', 'desa', 'jatisari', 'serka', 'sumadi', '']",sd wib babinsa koramil sambi pimpin babinsa desa jatisari serka sumadi ,0,1
2022-04-11 03:20:19,"['anggota', 'satgas', 'pamor', 'keris', 'polsek', 'senduro', 'laksana', 'operasi', 'yustisi', 'tertib', 'pakai', 'masker', 'rangka', 'penegaka']",anggota satgas pamor keris polsek senduro laksana operasi yustisi tertib pakai masker rangka penegaka,-4,0
2022-04-11 03:17:32,"['kodim', 'karanganyar', 'senin', 'tanggal', 'april', 'pld', 'suwarso', 'anggota', 'koramil', 'matesih', 'melakskan', 'patroli', 'ppkm']",kodim karanganyar senin tanggal april pld suwarso anggota koramil matesih melakskan patroli ppkm,-5,0
2022-04-11 03:15:07,"['kodim', 'karanganyar', 'senin', 'april', 'serda', 'eko', 'yulianto', 'anggota', 'koramil', 'jumantono', 'angg']",kodim karanganyar senin april serda eko yulianto anggota koramil jumantono angg,-3,0
2022-04-11 03:09:41,"['kodim', 'karanganyar', 'koramil', 'twg', 'senin', 'tanggal', 'april', 'sertu', 'takut', 'ang']",kodim karanganyar koramil twg senin tanggal april sertu takut ang,-7,0
2022-04-11 03:08:49,"['nbil', 'kimmi', 'ndara', 'mangat', 'gasspoll', '', 'asi']",nbil kimmi ndara mangat gasspoll  asi,0,1
2022-04-11 03:07:41,"['giat', 'rutin', 'tingkat', 'kryd', 'operasi', 'yustisi', 'tega', 'disiplin', 'prokespemberlakuan', 'masyarakat', 'berb']",giat rutin tingkat kryd operasi yustisi tega disiplin prokespemberlakuan masyarakat berb,0,1
2022-04-11 03:04:37,"['beliau', 'buah', 'acara', 'mc', 'lelah', 'ngenalinnya', 'mari', 'sambut', 'hormat']",beliau buah acara mc lelah ngenalinnya mari sambut hormat,6,1
2022-04-11 02:58:45,"['kimmi', 'ndara', 'mangat', 'gasspoll']",kimmi ndara mangat gasspoll,0,1
2022-04-11 02:55:56,"['minggu', 'tanggal', 'april', 'pkl', 'wib', 'sd', 'selesaianggota', 'koramil', 'kalijambe', 'laksana', 'patroli']",minggu tanggal april pkl wib sd selesaianggota koramil kalijambe laksana patroli,-2,0
2022-04-11 02:45:17,"['deuh', 'awas', 'ajah', 'doctor', 'strange', 'mom', 'cancel', 'ppkm', 'demo', '', 'sihir', 'pakai', 'kuat', 'wanda']",deuh awas ajah doctor strange mom cancel ppkm demo  sihir pakai kuat wanda,-3,0
2022-04-11 02:45:16,"['minggu', 'april', 'selamat', 'pagi', 'giat', 'yustisi', 'terap', 'ppkm', 'level', 'laksana', 'iya', 'ayo', 'ta']",minggu april selamat pagi giat yustisi terap ppkm level laksana iya ayo ta,6,1
2022-04-11 02:37:12,"['giat', 'satgas', 'gempur', 'covid', 'kecpantai', 'cermin', 'sekat', 'terap', 'ppkm', 'level', 'yustisi', 'pence']",giat satgas gempur covid kecpantai cermin sekat terap ppkm level yustisi pence,-1,0
2022-04-11 02:36:38,"['ppkm', 'jawabali', 'kabar']",ppkm jawabali kabar,-1,0
2022-04-11 02:35:05,"['senin', 'tanggal', 'april', 'pkl', 'wib', 'sd', 'selesai', 'laksana', 'giat', 'patroli', 'gabung', 'pols']",senin tanggal april pkl wib sd selesai laksana giat patroli gabung pols,-5,0
2022-04-11 02:34:58,"['babinsa', 'koramil', 'padang', 'selatan', 'laksana', 'ppkm', 'mikro', 'pasar']",babinsa koramil padang selatan laksana ppkm mikro pasar,-3,0
2022-04-11 02:27:03,"['lebaran', 'ngayal', 'babu', 'papa', 'ngayal', 'biar', 'semangat', '']",lebaran ngayal babu papa ngayal biar semangat ,-2,0
2022-04-11 02:16:50,"['minggu', 'tanggal', 'april', 'wib', 'sd', 'selesai', 'anggota', 'koramil', 'karangmalang', 'rutin', 'tela']",minggu tanggal april wib sd selesai anggota koramil karangmalang rutin tela,-2,0
2022-04-11 02:15:00,"['kabar', 'pandemi', 'video', 'replay', 'efektivitas', 'ppkm', 'darurat', '']",kabar pandemi video replay efektivitas ppkm darurat ,-9,0
2022-04-11 02:06:28,"['sopipud', 'efek', 'ppkm']",sopipud efek ppkm,3,1
2022-04-11 02:06:00,"['ppkm', 'level', 'ramadhan', 'henti', 'provokasi']",ppkm level ramadhan henti provokasi,-3,0
2022-04-11 02:04:33,"['posko', 'ppkm', 'koramil', 'miribertempat', 'pasar', 'girimargo']",posko ppkm koramil miribertempat pasar girimargo,0,1
2022-04-11 01:59:02,"['kanit', 'samapta', 'polsek', 'kramat', 'jati', 'akp', 'sugianto', 'pimpin', 'giat', 'terap', 'batas', 'giat', 'masyarakat', 'level', 'ppkm', 'le']",kanit samapta polsek kramat jati akp sugianto pimpin giat terap batas giat masyarakat level ppkm le,-3,0
2022-04-11 01:53:12,"['gereget', 'covid', 'menkes', 'wewenang', 'sepenuh', 'jendral', 'perang', 'insya', 'allah']",gereget covid menkes wewenang sepenuh jendral perang insya allah,4,1
2022-04-11 01:51:04,"['senin', 'april', 'pkl', 'wib', 'sd', 'selesai', 'pawas', 'panit', 'opsnal', 'reserse kriminal', 'polsek', 'kalibawang', 'iptu', 'mustofa', 'bersam']",senin april pkl wib sd selesai pawas panit opsnal reserse kriminal polsek kalibawang iptu mustofa bersam,2,1
2022-04-11 01:48:55,"['tunda', 'umum', 'batas', 'ppkm', 'selenggara', 'insyaallah', 'tanding', 'international', 'youth']",tunda umum batas ppkm selenggara insyaallah tanding international youth,5,1
2022-04-11 01:46:16,"['yaallah', 'terima kasih', 'google', 'ppkm', '']",yaallah terima kasih google ppkm ,5,1
2022-04-11 01:44:57,"['singkat', 'ppkm', 'google', '']",singkat ppkm google ,-3,0
2022-04-11 01:30:47,"['', 'ppkm']", ppkm,0,1
2022-04-11 01:17:13,"['patroli', 'rangka', 'ppkm', 'level', 'satpol', 'pulang pergi', 'kabrbg', 'tnipolri', 'laksana', 'eduk']",patroli rangka ppkm level satpol pulang pergi kabrbg tnipolri laksana eduk,2,1
2022-04-11 01:08:02,"['babinsa', 'koramil', 'katingan', 'hilir', 'gencar', 'ppkm', 'mikro', 'wilayah', 'bina']",babinsa koramil katingan hilir gencar ppkm mikro wilayah bina,1,1
2022-04-11 01:05:40,"['transjakarta', 'sahabat', 'tije', 'senin', 'april', 'layan', 'transjakarta', 'sesuai', 'jam', 'operasional', 'ppkm', 'lev']",transjakarta sahabat tije senin april layan transjakarta sesuai jam operasional ppkm lev,3,1
2022-04-11 01:05:28,"['wkwkwkwkwkkw', 'ppkm', 'iya']",wkwkwkwkwkkw ppkm iya,0,1
2022-04-11 00:58:51,"['ulang', 'curang', 'ppkm', 'level']",ulang curang ppkm level,-5,0
2022-04-11 00:58:20,"['ppkm', 'jawabali']",ppkm jawabali,0,1
2022-04-11 00:52:54,"['selamat', 'pagi', 'sobat', 'nkri', 'demo', 'kah', 'sepi', 'asa', 'kayak', 'ppkm']",selamat pagi sobat nkri demo kah sepi asa kayak ppkm,-3,0
2022-04-11 00:18:13,"['anggota', 'koramil', 'simo', 'pimpin', 'babinsa', 'lem', 'srd', 'irfan', 'anggota', 'polsek', 'simo', 'tran']",anggota koramil simo pimpin babinsa lem srd irfan anggota polsek simo tran,-6,0
2022-04-11 00:14:39,"['anggota', 'koramil', 'simo', 'pimpin', 'babinsa', 'tur', 'srt', 'supardi', 'polsek', 'simo', 'trant']",anggota koramil simo pimpin babinsa tur srt supardi polsek simo trant,-3,0
2022-04-10 23:47:33,"['karanganyar', 'serka', 'purwanto', 'anggota', 'koramil', 'tasikmadu', 'laksana', 'patroli', 'ppkm', 'level', 'tertib', 'da']",karanganyar serka purwanto anggota koramil tasikmadu laksana patroli ppkm level tertib da,1,1
2022-04-10 23:37:32,"['karanganyar', 'koptu', 'alim', 'subandriyo', 'anggota', 'koramil', 'tasikmadu', 'laksana', 'patroli', 'ppkm', 'level', 'ditemp']",karanganyar koptu alim subandriyo anggota koramil tasikmadu laksana patroli ppkm level ditemp,1,1
2022-04-10 23:12:03,"['tertawa', 'ppkm', 'banget', 'syit']",tertawa ppkm banget syit,5,1
2022-04-10 23:10:37,"['hotel', 'buka', 'ppkm', 'darurat']",hotel buka ppkm darurat,-2,0
2022-04-10 23:07:40,"['talal', 'selamat', 'buka', 'puasa', 'batas', 'ppkm']",talal selamat buka puasa batas ppkm,0,1
2022-04-10 23:05:46,"['selamat', 'buka', 'puasa', 'batas', 'ppkm']",selamat buka puasa batas ppkm,0,1
2022-04-10 23:04:20,"['ceselamat', 'buka', 'puasa', 'batas', 'ppkm']",ceselamat buka puasa batas ppkm,-5,0
2022-04-10 23:02:34,"['indonesia', 'selamat', 'buka', 'puasa', 'batas', 'ppkm']",indonesia selamat buka puasa batas ppkm,0,1
2022-04-10 22:58:27,"['ppkm', '', 'nomin', 'short', 'au', 'pandemi', 'jaga', 'jarak', 'nempel', 'melulu', 'iri', 'tanda', 'gamon', 'iya', 'iya', 'putus']",ppkm  nomin short au pandemi jaga jarak nempel melulu iri tanda gamon iya iya putus,-18,0
2022-04-10 22:38:57,"['yok', 'yok', 'ppkm', 'ppkm']",yok yok ppkm ppkm,0,1
2022-04-10 22:37:22,"['dystopia', 'histeria', 'ppkm', 'psbb', 'momen', 'jahat', 'budak', 'nama', 'sehat', 'virus', 'janggal']",dystopia histeria ppkm psbb momen jahat budak nama sehat virus janggal,-6,0
2022-04-10 22:03:01,"['iya', 'tim', 'wfo', 'ppkm', 'psbb', 'demo', 'pokoke', 'kantor', '']",iya tim wfo ppkm psbb demo pokoke kantor ,-7,0
2022-04-10 21:47:06,"['laksana', 'ppkm', 'disiplin', 'protokol', 'sehat', 'wilayah', 'tembuku', 'minggu', '']",laksana ppkm disiplin protokol sehat wilayah tembuku minggu ,6,1
2022-04-10 21:42:26,"['nyusun', 'bugdet', 'lebaran', 'tengah', 'bahan', 'baku', 'produksi', 'paska', 'ppkm']",nyusun bugdet lebaran tengah bahan baku produksi paska ppkm,-3,0
2022-04-10 21:35:11,"['lahan', 'hanpang', 'laksana', 'ppkm', 'tega', 'disiplin', 'protokol', 'sehat', 'wilayah', 'koramil', 'ba']",lahan hanpang laksana ppkm tega disiplin protokol sehat wilayah koramil ba,1,1
2022-04-10 21:30:35,"['patroli', 'prokes', 'ppkm', 'wilayah', 'bina']",patroli prokes ppkm wilayah bina,2,1
2022-04-10 21:15:08,"['ppkm', 'iya']",ppkm iya,0,1
2022-04-10 21:03:18,"['serda', 'rahmawan', 'adi', 'putra', 'babinsa', 'desa', 'banjarharjo', 'anggota', 'koramil', 'kebakkramat', 'laksana', 'patroli', 'ppkm', 'level', '']",serda rahmawan adi putra babinsa desa banjarharjo anggota koramil kebakkramat laksana patroli ppkm level ,1,1
2022-04-10 20:49:12,"['pasar', 'boronngarra', 'desa', 'berutallasa', 'camat', 'biringbulu', 'kabgowakoptu', 'supriadi', 'babinsa', 'koramil', 'tb']",pasar boronngarra desa berutallasa camat biringbulu kabgowakoptu supriadi babinsa koramil tb,0,1
2022-04-10 20:45:27,"['bahas', 'inflasi', 'gaji', 'april', 'benci', 'menteri', 'ng']",bahas inflasi gaji april benci menteri ng,1,1
2022-04-10 20:23:14,"['pastikanyang', 'percaya', 'video', 'orangorang', 'goblok', 'video', 'juny', 'kait', 'ppkm']",pastikanyang percaya video orangorang goblok video juny kait ppkm,-2,0
2022-04-10 20:22:23,"['kodim', 'karanganyar', 'minggu', 'april', 'sd', 'selesai', 'koptu', 'bakri', 'siompo', 'anggota', 'koramil', 'matesih']",kodim karanganyar minggu april sd selesai koptu bakri siompo anggota koramil matesih,-1,0
2022-04-10 20:20:09,"['kodim', 'karanganyar', 'minggu', 'april', 'wib', 'sertu', 'suharno', 'kopda', 'ristio', 'pramono', 'anggota', 'korami']",kodim karanganyar minggu april wib sertu suharno kopda ristio pramono anggota korami,-3,0
2022-04-10 20:18:22,"['kodim', 'karanganyar', 'minggu', 'pkl', 'wib', 'koptu', 'ari', 'widodo', 'anggota', 'koramil', 'karanganyar', 'po']",kodim karanganyar minggu pkl wib koptu ari widodo anggota koramil karanganyar po,-3,0
2022-04-10 20:09:10,"['woi', 'goblogitu', 'video', 'kait', 'ppkmkalau', 'bikin', 'isu bohong', 'nanggung', 'boss']",woi goblogitu video kait ppkmkalau bikin isu bohong nanggung boss,1,1
2022-04-10 19:53:59,"['kodim', 'karanganyar', 'serda', 'rahmawan', 'adi', 'putra', 'babinsa', 'desa', 'banjarharjo', 'anggota', 'koramil', 'kebakkramat', 'melaksanaka']",kodim karanganyar serda rahmawan adi putra babinsa desa banjarharjo anggota koramil kebakkramat melaksanaka,-1,0
